C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_26_817.jpg,0,0,0,1.84E-06
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_26_885.jpg,0,0.239409,0,0.1434022
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_26_952.jpg,0,0.4107759,0,0.3819607
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_020.jpg,-0.1,0.5865885,0,0.7540933
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_095.jpg,-0.3,0.8413287,0,1.446857
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_172.jpg,-0.5000001,1,0,2.371491
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_239.jpg,-0.6806276,1,0,3.060254
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_307.jpg,-0.4490619,1,0,3.999869
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_374.jpg,-0.2738958,1,0,4.707412
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_450.jpg,-0.01902238,1,0,5.637326
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_526.jpg,0,1,0,6.559505
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_593.jpg,0,1,0,7.248034
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_663.jpg,0,1,0,8.159863
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_738.jpg,0,1,0,8.838866
C:\Users\Samak-Twins\Desktop\Autonomous_Driver\Obstacle_Avoidance\Training_Data\Camera-Frames\Camera_Frame_2019_12_28_14_23_27_814.jpg,0,1,0,9.738063
